sequence_id,institute_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR2510385,San Raffaele Scientific Institute,SSM_0126-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510385/ERR2510385_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510385/ERR2510385_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Italy
ERR2510410,San Raffaele Scientific Institute,SZH_0016-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510410/ERR2510410_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510410/ERR2510410_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510431,San Raffaele Scientific Institute,MHL_0177-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510431/ERR2510431_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510431/ERR2510431_2.fastq.gz",S,R,R,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510426,San Raffaele Scientific Institute,ATH_0076-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510426/ERR2510426_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510426/ERR2510426_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510433,San Raffaele Scientific Institute,RLH_0276-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510433/ERR2510433_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510433/ERR2510433_2.fastq.gz",S,S,R,S,I,S,R,S,R,S,S,R,R,Italy
ERR2510456,San Raffaele Scientific Institute,BVH_0012-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510456/ERR2510456_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510456/ERR2510456_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510453,San Raffaele Scientific Institute,SGD_0034-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510453/ERR2510453_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510453/ERR2510453_2.fastq.gz",S,S,S,NA,I,S,R,S,R,S,R,R,R,Italy
ERR2510458,San Raffaele Scientific Institute,SGDH_0048-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510458/ERR2510458_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510458/ERR2510458_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510451,San Raffaele Scientific Institute,BVH_0001-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510451/ERR2510451_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510451/ERR2510451_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510444,San Raffaele Scientific Institute,ATH_0390-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510444/ERR2510444_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510444/ERR2510444_2.fastq.gz",S,S,S,R,S,S,S,S,S,S,S,S,S,Italy
ERR2510428,San Raffaele Scientific Institute,PIMS_0030-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510428/ERR2510428_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510428/ERR2510428_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510457,San Raffaele Scientific Institute,JHL_0063-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510457/ERR2510457_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510457/ERR2510457_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Italy
ERR2510438,San Raffaele Scientific Institute,RLH_0277-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510438/ERR2510438_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510438/ERR2510438_2.fastq.gz",S,R,S,NA,R,S,R,S,S,S,S,R,R,Italy
ERR2510372,San Raffaele Scientific Institute,GDH_16999,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510372/ERR2510372_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510372/ERR2510372_2.fastq.gz",S,S,S,S,S,I,R,S,R,S,R,S,S,Italy
ERR2510405,San Raffaele Scientific Institute,JHL_0038_14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510405/ERR2510405_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510405/ERR2510405_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510439,San Raffaele Scientific Institute,SSM_0138_14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510439/ERR2510439_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510439/ERR2510439_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510472,San Raffaele Scientific Institute,SZH_0030-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510472/ERR2510472_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510472/ERR2510472_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510475,San Raffaele Scientific Institute,SZH_0033-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510475/ERR2510475_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510475/ERR2510475_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510467,San Raffaele Scientific Institute,SZH_0036-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510467/ERR2510467_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510467/ERR2510467_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510399,San Raffaele Scientific Institute,SSM_0127-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510399/ERR2510399_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510399/ERR2510399_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Italy
ERR2510429,San Raffaele Scientific Institute,BVH_0004-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510429/ERR2510429_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510429/ERR2510429_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Italy
ERR2510462,San Raffaele Scientific Institute,ATH_0079-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510462/ERR2510462_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510462/ERR2510462_2.fastq.gz",S,S,S,NA,S,S,R,S,S,S,S,R,R,Italy
ERR2510396,San Raffaele Scientific Institute,SGD_0022-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510396/ERR2510396_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510396/ERR2510396_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510319,San Raffaele Scientific Institute,SSM_0161-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510319/ERR2510319_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510319/ERR2510319_2.fastq.gz",S,S,S,R,S,S,S,S,R,S,S,S,S,Italy
ERR2510482,San Raffaele Scientific Institute,SSM_0145-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510482/ERR2510482_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510482/ERR2510482_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510471,San Raffaele Scientific Institute,RLH_0289-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510471/ERR2510471_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510471/ERR2510471_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510413,San Raffaele Scientific Institute,RLH_0264-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510413/ERR2510413_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510413/ERR2510413_2.fastq.gz",S,NA,S,S,R,S,R,S,R,S,R,R,NA,Italy
ERR2510424,San Raffaele Scientific Institute,MHL_0181-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510424/ERR2510424_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510424/ERR2510424_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510459,San Raffaele Scientific Institute,06TB_0002,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510459/ERR2510459_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510459/ERR2510459_2.fastq.gz",S,S,S,S,R,R,R,R,R,R,S,R,R,Italy
ERR2510476,San Raffaele Scientific Institute,SGD_0061-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510476/ERR2510476_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510476/ERR2510476_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,Italy
ERR2510480,San Raffaele Scientific Institute,BVH_0017-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510480/ERR2510480_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510480/ERR2510480_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510464,San Raffaele Scientific Institute,JHL-0066-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510464/ERR2510464_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510464/ERR2510464_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510509,San Raffaele Scientific Institute,ATH_0086-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510509/ERR2510509_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510509/ERR2510509_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,S,R,R,Italy
ERR2510492,San Raffaele Scientific Institute,RLH_0295-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510492/ERR2510492_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510492/ERR2510492_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,Italy
ERR2510330,San Raffaele Scientific Institute,SSM_0183-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510330/ERR2510330_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510330/ERR2510330_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510401,San Raffaele Scientific Institute,JHL_0050-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510401/ERR2510401_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510401/ERR2510401_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510448,San Raffaele Scientific Institute,SZH_0021-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510448/ERR2510448_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510448/ERR2510448_2.fastq.gz",S,S,S,NA,I,R,R,S,S,R,S,S,NA,Italy
ERR2510466,San Raffaele Scientific Institute,BVH_0020-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510466/ERR2510466_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510466/ERR2510466_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510514,San Raffaele Scientific Institute,JHL_0078-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510514/ERR2510514_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510514/ERR2510514_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510502,San Raffaele Scientific Institute,PIMS_0037-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510502/ERR2510502_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510502/ERR2510502_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510423,San Raffaele Scientific Institute,MHL_0175-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510423/ERR2510423_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510423/ERR2510423_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,S,R,R,Italy
ERR2510443,San Raffaele Scientific Institute,ATH_0068-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510443/ERR2510443_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510443/ERR2510443_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510494,San Raffaele Scientific Institute,ATH_0087-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510494/ERR2510494_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510494/ERR2510494_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,Italy
ERR2510500,San Raffaele Scientific Institute,JHL_0068-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510500/ERR2510500_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510500/ERR2510500_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,Italy
ERR2510452,San Raffaele Scientific Institute,BVH_0015-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510452/ERR2510452_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510452/ERR2510452_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,S,S,S,Italy
ERR2510434,San Raffaele Scientific Institute,ATH_0075-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510434/ERR2510434_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510434/ERR2510434_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510474,San Raffaele Scientific Institute,SSM_0148-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510474/ERR2510474_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510474/ERR2510474_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510473,San Raffaele Scientific Institute,PIMS_0041-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510473/ERR2510473_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510473/ERR2510473_2.fastq.gz",S,NA,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510445,San Raffaele Scientific Institute,MHL_0173-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510445/ERR2510445_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510445/ERR2510445_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,S,R,R,Italy
ERR2510515,San Raffaele Scientific Institute,SSM_0168-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510515/ERR2510515_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510515/ERR2510515_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510460,San Raffaele Scientific Institute,SGDH_0049-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510460/ERR2510460_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510460/ERR2510460_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510478,San Raffaele Scientific Institute,BVH_0011-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510478/ERR2510478_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510478/ERR2510478_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,Italy
ERR2510463,San Raffaele Scientific Institute,JHL_0070-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510463/ERR2510463_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510463/ERR2510463_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510422,San Raffaele Scientific Institute,MHL_0097-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510422/ERR2510422_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510422/ERR2510422_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,Italy
ERR2510468,San Raffaele Scientific Institute,SSM_0141_14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510468/ERR2510468_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510468/ERR2510468_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Italy
ERR2510541,San Raffaele Scientific Institute,SGD_0073-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510541/ERR2510541_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510541/ERR2510541_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,R,R,R,Italy
ERR2510491,San Raffaele Scientific Institute,RLH_0286-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510491/ERR2510491_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510491/ERR2510491_2.fastq.gz",R,S,S,S,R,S,R,R,R,S,R,R,R,Italy
ERR2510447,San Raffaele Scientific Institute,BVH_0399-R,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510447/ERR2510447_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510447/ERR2510447_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,Italy
ERR2510485,San Raffaele Scientific Institute,ATH_0082-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510485/ERR2510485_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510485/ERR2510485_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510489,San Raffaele Scientific Institute,MHL_0099-13,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510489/ERR2510489_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510489/ERR2510489_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510498,San Raffaele Scientific Institute,PIMS_0046-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510498/ERR2510498_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510498/ERR2510498_2.fastq.gz",S,S,S,S,S,I,S,S,R,S,R,R,R,Italy
ERR2510524,San Raffaele Scientific Institute,SSM_0152-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510524/ERR2510524_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/004/ERR2510524/ERR2510524_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510455,San Raffaele Scientific Institute,BVH_0013-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510455/ERR2510455_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510455/ERR2510455_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510536,San Raffaele Scientific Institute,MHL_0221-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510536/ERR2510536_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510536/ERR2510536_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510501,San Raffaele Scientific Institute,SGD_0059-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510501/ERR2510501_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510501/ERR2510501_2.fastq.gz",S,S,S,S,I,S,NA,S,S,S,S,R,R,Italy
ERR2510450,San Raffaele Scientific Institute,JHL_0057-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510450/ERR2510450_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/000/ERR2510450/ERR2510450_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Italy
ERR2510465,San Raffaele Scientific Institute,SGD_0060-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510465/ERR2510465_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/005/ERR2510465/ERR2510465_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510486,San Raffaele Scientific Institute,SGD_0054-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510486/ERR2510486_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510486/ERR2510486_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Italy
ERR2510493,San Raffaele Scientific Institute,RLH_0304-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510493/ERR2510493_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510493/ERR2510493_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,S,S,Italy
ERR2510518,San Raffaele Scientific Institute,ATH_0088-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510518/ERR2510518_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510518/ERR2510518_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510479,San Raffaele Scientific Institute,SGD_0057-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510479/ERR2510479_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/009/ERR2510479/ERR2510479_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,S,R,R,Italy
ERR2510527,San Raffaele Scientific Institute,SSM_0151-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510527/ERR2510527_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/007/ERR2510527/ERR2510527_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Italy
ERR2510481,San Raffaele Scientific Institute,JHL_0061-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510481/ERR2510481_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/001/ERR2510481/ERR2510481_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,S,Italy
ERR2510533,San Raffaele Scientific Institute,ATH_0091_14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510533/ERR2510533_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/003/ERR2510533/ERR2510533_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Italy
ERR2510508,San Raffaele Scientific Institute,ATH_0085-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510508/ERR2510508_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/008/ERR2510508/ERR2510508_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,Italy
ERR2510432,San Raffaele Scientific Institute,MHL_0185-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510432/ERR2510432_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/002/ERR2510432/ERR2510432_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Italy
ERR2510506,San Raffaele Scientific Institute,RLH_0305-14,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510506/ERR2510506_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR251/006/ERR2510506/ERR2510506_2.fastq.gz",S,NA,S,S,R,I,R,S,S,S,S,R,R,Italy
