sequence_id,country_id,strain_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4797166,India,970,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797166/ERR4797166_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797166/ERR4797166_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,S,Foundation for Medical Research India
ERR4797143,India,916,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797143/ERR4797143_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797143/ERR4797143_2.fastq.gz",S,NA,S,S,S,S,S,S,R,S,R,S,S,Foundation for Medical Research India
ERR4797084,India,650,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797084/ERR4797084_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797084/ERR4797084_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797150,India,942,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797150/ERR4797150_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797150/ERR4797150_2.fastq.gz",R,S,R,S,R,I,R,R,R,S,R,R,R,Foundation for Medical Research India
ERR4797137,India,947,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797137/ERR4797137_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797137/ERR4797137_2.fastq.gz",S,S,R,S,R,I,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797158,India,886,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797158/ERR4797158_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797158/ERR4797158_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797157,India,968,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797157/ERR4797157_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797157/ERR4797157_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797135,India,803,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797135/ERR4797135_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797135/ERR4797135_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797147,India,998,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797147/ERR4797147_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797147/ERR4797147_2.fastq.gz",S,S,R,S,R,I,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797133,India,719,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797133/ERR4797133_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797133/ERR4797133_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797182,India,979,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797182/ERR4797182_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797182/ERR4797182_2.fastq.gz",S,S,S,S,I,I,R,R,S,S,S,R,R,Foundation for Medical Research India
ERR4797162,India,953,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797162/ERR4797162_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797162/ERR4797162_2.fastq.gz",S,S,S,S,R,I,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797094,India,710,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797094/ERR4797094_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797094/ERR4797094_2.fastq.gz",S,S,NA,S,S,S,R,S,R,S,R,S,S,Foundation for Medical Research India
ERR4797185,India,984,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797185/ERR4797185_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797185/ERR4797185_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797194,India,881,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797194/ERR4797194_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797194/ERR4797194_2.fastq.gz",S,S,S,R,S,R,R,S,R,S,S,S,S,Foundation for Medical Research India
ERR4797153,India,786,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797153/ERR4797153_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797153/ERR4797153_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797178,India,488,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797178/ERR4797178_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797178/ERR4797178_2.fastq.gz",S,S,S,R,R,R,R,S,R,R,R,R,R,Foundation for Medical Research India
ERR4797203,India,698,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797203/ERR4797203_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797203/ERR4797203_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797177,India,547,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797177/ERR4797177_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797177/ERR4797177_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797161,India,940,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797161/ERR4797161_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797161/ERR4797161_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797101,India,800,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797101/ERR4797101_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797101/ERR4797101_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797183,India,936,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797183/ERR4797183_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797183/ERR4797183_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797170,India,999,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797170/ERR4797170_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797170/ERR4797170_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4796938,India,852,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796938/ERR4796938_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4796938/ERR4796938_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797154,India,950,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797154/ERR4797154_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797154/ERR4797154_2.fastq.gz",S,S,R,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797115,India,897,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797115/ERR4797115_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797115/ERR4797115_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797148,India,774,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797148/ERR4797148_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797148/ERR4797148_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797186,India,995,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797186/ERR4797186_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797186/ERR4797186_2.fastq.gz",S,S,R,S,R,I,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797167,India,959,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797167/ERR4797167_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797167/ERR4797167_2.fastq.gz",R,S,R,R,R,R,R,R,R,S,R,R,R,Foundation for Medical Research India
ERR4797111,India,945,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797111/ERR4797111_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797111/ERR4797111_2.fastq.gz",S,S,R,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797179,India,963,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797179/ERR4797179_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797179/ERR4797179_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797173,India,952,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797173/ERR4797173_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797173/ERR4797173_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4796947,India,475,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796947/ERR4796947_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4796947/ERR4796947_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797169,India,721,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797169/ERR4797169_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797169/ERR4797169_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797191,India,966,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797191/ERR4797191_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797191/ERR4797191_2.fastq.gz",R,S,S,R,R,S,R,R,R,R,R,R,R,Foundation for Medical Research India
ERR4797195,India,960,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797195/ERR4797195_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797195/ERR4797195_2.fastq.gz",S,S,R,S,S,S,R,S,R,S,R,S,S,Foundation for Medical Research India
ERR4797175,India,868,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797175/ERR4797175_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797175/ERR4797175_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4796959,India,978,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796959/ERR4796959_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4796959/ERR4796959_2.fastq.gz",S,S,S,S,R,R,R,R,R,S,R,R,R,Foundation for Medical Research India
ERR4797216,India,969,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797216/ERR4797216_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797216/ERR4797216_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797171,India,937,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797171/ERR4797171_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797171/ERR4797171_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797238,India,261,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797238/ERR4797238_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797238/ERR4797238_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797232,India,280,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797232/ERR4797232_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797232/ERR4797232_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797207,India,946,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797207/ERR4797207_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797207/ERR4797207_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797239,India,259,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797239/ERR4797239_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797239/ERR4797239_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797093,India,843,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797093/ERR4797093_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797093/ERR4797093_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797236,India,269,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797236/ERR4797236_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797236/ERR4797236_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797202,India,443,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797202/ERR4797202_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797202/ERR4797202_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797221,India,795,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797221/ERR4797221_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797221/ERR4797221_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797225,India,268,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797225/ERR4797225_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797225/ERR4797225_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797205,India,948,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797205/ERR4797205_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797205/ERR4797205_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797208,India,981,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797208/ERR4797208_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797208/ERR4797208_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797230,India,274,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797230/ERR4797230_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797230/ERR4797230_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797209,India,975,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797209/ERR4797209_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797209/ERR4797209_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797180,India,930,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797180/ERR4797180_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797180/ERR4797180_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797231,India,263,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797231/ERR4797231_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/001/ERR4797231/ERR4797231_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797188,India,601,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797188/ERR4797188_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797188/ERR4797188_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797235,India,260,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797235/ERR4797235_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797235/ERR4797235_2.fastq.gz",S,S,S,S,NA,I,R,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797200,India,987,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797200/ERR4797200_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797200/ERR4797200_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797060,India,901,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797060/ERR4797060_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797060/ERR4797060_2.fastq.gz",S,NA,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797240,India,265,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797240/ERR4797240_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797240/ERR4797240_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797196,India,957,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797196/ERR4797196_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797196/ERR4797196_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797242,India,257,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797242/ERR4797242_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797242/ERR4797242_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797215,India,816,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797215/ERR4797215_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/005/ERR4797215/ERR4797215_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797223,India,78,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797223/ERR4797223_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/003/ERR4797223/ERR4797223_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Foundation for Medical Research India
ERR4797190,India,848,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797190/ERR4797190_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/000/ERR4797190/ERR4797190_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797256,India,635,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797256/ERR4797256_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797256/ERR4797256_2.fastq.gz",S,S,S,S,I,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797229,India,266,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797229/ERR4797229_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797229/ERR4797229_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797189,India,1000,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797189/ERR4797189_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797189/ERR4797189_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797217,India,286,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797217/ERR4797217_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797217/ERR4797217_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797249,India,273,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797249/ERR4797249_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/009/ERR4797249/ERR4797249_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797168,India,976,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797168/ERR4797168_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797168/ERR4797168_2.fastq.gz",S,S,S,S,R,S,R,S,R,S,S,R,R,Foundation for Medical Research India
ERR4797224,India,272,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797224/ERR4797224_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797224/ERR4797224_2.fastq.gz",S,S,NA,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797212,India,847,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797212/ERR4797212_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797212/ERR4797212_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797218,India,985,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797218/ERR4797218_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/008/ERR4797218/ERR4797218_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797234,India,277,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797234/ERR4797234_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797234/ERR4797234_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797222,India,702,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797222/ERR4797222_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797222/ERR4797222_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797204,India,766,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797204/ERR4797204_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797204/ERR4797204_2.fastq.gz",S,NA,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797214,India,531,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797214/ERR4797214_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/004/ERR4797214/ERR4797214_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797227,India,276,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797227/ERR4797227_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/007/ERR4797227/ERR4797227_2.fastq.gz",S,S,S,S,I,S,R,S,R,S,R,R,R,Foundation for Medical Research India
ERR4797246,India,583,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797246/ERR4797246_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797246/ERR4797246_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,Foundation for Medical Research India
ERR4797206,India,831,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797206/ERR4797206_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/006/ERR4797206/ERR4797206_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,Foundation for Medical Research India
ERR4797172,India,918,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797172/ERR4797172_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR479/002/ERR4797172/ERR4797172_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,Foundation for Medical Research India
